transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,payment_method,order_status,shipping_cost,discount_code,discount_amount,sales_channel,subtotal,total,transaction_month
TXN-0002442,2024-09-11,CUST-00369,PROD-0092,1,399.91,Credit Card,Completed,0.0,,0.0,Social Media,399.91,399.91,2024-09
TXN-0002443,2024-08-02,CUST-00016,PROD-0121,1,391.04,Credit Card,Cancelled,0.0,,0.0,Marketplace,391.04,391.04,2024-08
TXN-0002444,2024-07-12,CUST-01061,PROD-0140,1,54.15,Credit Card,Completed,5.99,FLASH30,16.24,In-Store,54.15,43.9,2024-07
TXN-0002445,2024-09-23,CUST-00290,PROD-0016,2,97.95,Debit Card,Processing,0.0,,0.0,Social Media,195.9,195.9,2024-09
TXN-0002446,2024-10-06,CUST-01111,PROD-0053,1,487.82,Apple Pay,Completed,0.0,WELCOME15,73.17,Website,487.82,414.65,2024-10
TXN-0002447,2024-10-09,CUST-00866,PROD-0049,2,114.54,Credit Card,Cancelled,0.0,SAVE10,22.91,Website,229.08,206.17000000000002,2024-10
TXN-0002448,2024-10-15,CUST-00908,PROD-0062,2,92.83,Credit Card,Refunded,0.0,,0.0,Mobile App,185.66,185.66,2024-10
TXN-0002449,2024-10-24,CUST-00253,PROD-0084,1,187.54,Credit Card,Completed,0.0,,0.0,Website,187.54,187.54,2024-10
TXN-0002450,2024-10-02,CUST-00293,PROD-0056,2,457.53,PayPal,Shipped,0.0,,0.0,In-Store,915.06,915.06,2024-10
TXN-0002451,2024-10-09,CUST-00656,PROD-0120,1,243.32,Credit Card,Cancelled,0.0,,0.0,Website,243.32,243.32,2024-10
TXN-0002452,2024-04-07,CUST-00215,PROD-0090,2,461.08,Bank Transfer,Shipped,0.0,,0.0,Mobile App,922.16,922.16,2024-04
TXN-0002453,2024-09-09,CUST-00373,PROD-0150,2,173.82,Credit Card,Cancelled,0.0,,0.0,Mobile App,347.64,347.64,2024-09
TXN-0002454,2024-10-02,CUST-00395,PROD-0120,1,120.99,PayPal,Shipped,0.0,FLASH30,36.3,In-Store,120.99,84.69,2024-10
TXN-0002455,2024-09-05,CUST-00200,PROD-0073,4,252.64,Debit Card,Completed,0.0,,0.0,Mobile App,1010.56,1010.56,2024-09
TXN-0002456,2024-10-19,CUST-00255,PROD-0069,1,311.57,Credit Card,Completed,0.0,,0.0,Website,311.57,311.57,2024-10
TXN-0002457,2024-09-22,CUST-00929,PROD-0098,2,201.82,PayPal,Refunded,0.0,,0.0,Website,403.64,403.64,2024-09
TXN-0002458,2024-08-29,CUST-00206,PROD-0002,1,179.54,Debit Card,Shipped,0.0,,0.0,Marketplace,179.54,179.54,2024-08
TXN-0002459,2024-09-17,CUST-00030,PROD-0053,1,116.84,PayPal,Cancelled,0.0,,0.0,Social Media,116.84,116.84,2024-09
TXN-0002460,2024-09-27,CUST-00783,PROD-0119,3,144.74,PayPal,Cancelled,0.0,VIP25,108.56,Marketplace,434.22,325.66,2024-09
TXN-0002461,2024-01-01,CUST-01169,PROD-0007,5,339.82,Credit Card,Cancelled,0.0,,0.0,Mobile App,1699.1,1699.1,2024-01
TXN-0002462,2024-06-22,CUST-00399,PROD-0148,1,191.23,Apple Pay,Processing,0.0,,0.0,Website,191.23,191.23,2024-06
TXN-0002463,2024-08-30,CUST-00147,PROD-0075,1,49.07,PayPal,Cancelled,12.99,,0.0,Mobile App,49.07,62.06,2024-08
TXN-0002464,2024-09-07,CUST-00719,PROD-0095,2,77.69,PayPal,Cancelled,0.0,FLASH30,46.61,Social Media,155.38,108.77,2024-09
TXN-0002465,2024-08-30,CUST-01077,PROD-0003,4,192.46,Debit Card,Completed,0.0,SUMMER20,153.97,Website,769.84,615.87,2024-08
TXN-0002466,2024-10-14,CUST-00926,PROD-0079,1,463.0,Credit Card,Completed,0.0,,0.0,Mobile App,463.0,463.0,2024-10
TXN-0002467,2024-09-27,CUST-00771,PROD-0017,3,195.71,Credit Card,Completed,0.0,,0.0,Website,587.13,587.13,2024-09
TXN-0002468,2024-10-25,CUST-00386,PROD-0112,3,39.7,Google Pay,Cancelled,0.0,,0.0,Mobile App,119.10000000000001,119.10000000000001,2024-10
TXN-0002469,2024-09-19,CUST-00689,PROD-0052,4,214.81,Google Pay,Completed,0.0,,0.0,Mobile App,859.24,859.24,2024-09
TXN-0002470,2024-09-11,CUST-00111,PROD-0007,2,337.71,Debit Card,Completed,0.0,,0.0,Mobile App,675.42,675.42,2024-09
TXN-0002471,2024-10-12,CUST-00831,PROD-0112,2,300.85,Credit Card,Completed,0.0,,0.0,Website,601.7,601.7,2024-10
TXN-0002472,2024-04-11,CUST-00874,PROD-0133,3,146.6,PayPal,Refunded,0.0,,0.0,Website,439.79999999999995,439.79999999999995,2024-04
TXN-0002473,2024-06-05,CUST-01162,PROD-0054,1,347.15,PayPal,Completed,0.0,,0.0,Marketplace,347.15,347.15,2024-06
TXN-0002474,2024-08-12,CUST-00325,PROD-0061,1,319.0,Apple Pay,Completed,0.0,FLASH30,95.7,In-Store,319.0,223.3,2024-08
TXN-0002475,2024-09-12,CUST-00016,PROD-0109,1,94.35,Credit Card,Completed,12.99,FLASH30,28.3,Website,94.35,79.03999999999999,2024-09
TXN-0002476,2024-06-27,CUST-00693,PROD-0016,2,89.44,Credit Card,Completed,0.0,,0.0,Website,178.88,178.88,2024-06
TXN-0002477,2024-10-19,CUST-00853,PROD-0047,5,278.11,Credit Card,Completed,0.0,,0.0,Mobile App,1390.5500000000002,1390.5500000000002,2024-10
TXN-0002478,2024-07-26,CUST-00929,PROD-0048,1,333.11,Credit Card,Completed,0.0,,0.0,Website,333.11,333.11,2024-07
TXN-0002479,2024-10-20,CUST-00247,PROD-0121,2,481.33,Apple Pay,Completed,0.0,,0.0,Website,962.66,962.66,2024-10
TXN-0002480,2024-07-25,CUST-00327,PROD-0064,2,216.74,Debit Card,Processing,0.0,,0.0,Mobile App,433.48,433.48,2024-07
TXN-0002481,2024-10-08,CUST-00646,PROD-0050,2,384.81,Apple Pay,Completed,0.0,SUMMER20,153.92,Mobile App,769.62,615.7,2024-10
TXN-0002482,2024-06-24,CUST-00398,PROD-0041,5,67.09,Credit Card,Completed,0.0,,0.0,Website,335.45000000000005,335.45000000000005,2024-06
TXN-0002483,2024-05-08,CUST-01013,PROD-0022,1,445.9,Debit Card,Processing,0.0,,0.0,In-Store,445.9,445.9,2024-05
TXN-0002484,2024-10-18,CUST-00607,PROD-0115,1,320.21,Debit Card,Shipped,0.0,,0.0,Website,320.21,320.21,2024-10
TXN-0002485,2024-09-20,CUST-00943,PROD-0005,2,318.21,Credit Card,Completed,0.0,,0.0,Website,636.42,636.42,2024-09
TXN-0002486,2024-03-04,CUST-00734,PROD-0145,1,79.79,Debit Card,Completed,7.99,,0.0,Website,79.79,87.78,2024-03
TXN-0002487,2024-09-18,CUST-00920,PROD-0101,2,29.39,Debit Card,Completed,7.99,,0.0,Mobile App,58.78,66.77,2024-09
TXN-0002488,2024-06-30,CUST-00405,PROD-0078,4,353.7,Apple Pay,Processing,0.0,,0.0,Social Media,1414.8,1414.8,2024-06
TXN-0002489,2024-09-04,CUST-00977,PROD-0041,1,67.35,Credit Card,Completed,12.99,,0.0,Website,67.35,80.33999999999999,2024-09
TXN-0002490,2024-09-29,CUST-00340,PROD-0092,4,72.21,Apple Pay,Processing,0.0,,0.0,Website,288.84,288.84,2024-09
TXN-0002491,2024-10-07,CUST-00693,PROD-0022,2,101.87,Bank Transfer,Processing,0.0,,0.0,Website,203.74,203.74,2024-10
TXN-0002492,2024-10-14,CUST-00269,PROD-0053,2,57.89,PayPal,Refunded,0.0,,0.0,Website,115.78,115.78,2024-10
TXN-0002493,2024-08-02,CUST-00611,PROD-0093,2,316.43,PayPal,Completed,0.0,,0.0,Mobile App,632.86,632.86,2024-08
TXN-0002494,2024-09-28,CUST-00391,PROD-0010,5,216.77,Credit Card,Completed,0.0,,0.0,Mobile App,1083.8500000000001,1083.8500000000001,2024-09
TXN-0002495,2024-09-15,CUST-00331,PROD-0146,5,140.38,Debit Card,Completed,0.0,,0.0,Website,701.9,701.9,2024-09
TXN-0002496,2024-09-17,CUST-01163,PROD-0049,3,225.96,PayPal,Completed,0.0,,0.0,In-Store,677.88,677.88,2024-09
TXN-0002497,2024-09-06,CUST-00200,PROD-0071,2,423.62,Debit Card,Refunded,0.0,,0.0,Mobile App,847.24,847.24,2024-09
TXN-0002498,2024-06-29,CUST-00929,PROD-0019,3,464.26,Credit Card,Cancelled,0.0,,0.0,Website,1392.78,1392.78,2024-06
TXN-0002499,2024-03-05,CUST-01178,PROD-0055,2,248.85,Credit Card,Completed,0.0,,0.0,Website,497.7,497.7,2024-03
TXN-0002500,2024-09-26,CUST-00019,PROD-0021,4,287.7,Debit Card,Completed,0.0,,0.0,Mobile App,1150.8,1150.8,2024-09
TXN-0002501,2024-07-14,CUST-00845,PROD-0026,1,136.02,Google Pay,Refunded,0.0,,0.0,Mobile App,136.02,136.02,2024-07
TXN-0002502,2024-08-02,CUST-00313,PROD-0028,2,261.65,Debit Card,Refunded,0.0,FLASH30,156.99,Mobile App,523.3,366.30999999999995,2024-08
TXN-0002503,2024-09-06,CUST-00046,PROD-0040,1,376.57,PayPal,Refunded,0.0,,0.0,Mobile App,376.57,376.57,2024-09
TXN-0002504,2024-04-23,CUST-00527,PROD-0029,5,251.14,PayPal,Cancelled,0.0,,0.0,Website,1255.6999999999998,1255.6999999999998,2024-04
TXN-0002505,2024-10-14,CUST-01118,PROD-0020,2,158.01,PayPal,Refunded,0.0,FLASH30,94.81,Website,316.02,221.20999999999998,2024-10
TXN-0002506,2024-10-21,CUST-00012,PROD-0020,5,295.19,Credit Card,Completed,0.0,SAVE10,147.6,Marketplace,1475.95,1328.3500000000001,2024-10
TXN-0002507,2024-07-04,CUST-00741,PROD-0074,2,473.85,Credit Card,Completed,0.0,,0.0,Marketplace,947.7,947.7,2024-07
TXN-0002508,2024-09-23,CUST-00638,PROD-0140,1,445.1,Debit Card,Refunded,0.0,VIP25,111.28,Social Media,445.1,333.82000000000005,2024-09
TXN-0002509,2024-07-07,CUST-01020,PROD-0120,2,386.92,Google Pay,Completed,0.0,,0.0,In-Store,773.84,773.84,2024-07
TXN-0002510,2024-06-15,CUST-00099,PROD-0097,2,145.33,Debit Card,Shipped,0.0,,0.0,Website,290.66,290.66,2024-06
TXN-0002511,2024-10-24,CUST-00832,PROD-0120,1,128.35,Credit Card,Completed,0.0,FLASH30,38.5,Website,128.35,89.85,2024-10
TXN-0002512,2024-06-21,CUST-00832,PROD-0025,2,420.87,Credit Card,Processing,0.0,,0.0,Marketplace,841.74,841.74,2024-06
TXN-0002513,2024-09-22,CUST-00816,PROD-0004,1,98.84,Credit Card,Refunded,12.99,,0.0,Social Media,98.84,111.83,2024-09
TXN-0002514,2024-09-15,CUST-01125,PROD-0004,5,306.74,Debit Card,Completed,0.0,FLASH30,460.11,Website,1533.7,1073.5900000000001,2024-09
TXN-0002515,2024-08-29,CUST-00965,PROD-0137,2,225.07,Google Pay,Shipped,0.0,,0.0,Website,450.14,450.14,2024-08
TXN-0002516,2024-05-24,CUST-00048,PROD-0143,1,239.3,Debit Card,Refunded,0.0,SUMMER20,47.86,Website,239.3,191.44,2024-05
TXN-0002517,2024-10-26,CUST-00602,PROD-0026,4,232.72,Credit Card,Shipped,0.0,,0.0,Marketplace,930.88,930.88,2024-10
TXN-0002518,2024-09-19,CUST-00520,PROD-0079,4,450.97,Debit Card,Completed,0.0,,0.0,Mobile App,1803.88,1803.88,2024-09
TXN-0002519,2024-08-19,CUST-00380,PROD-0090,2,52.67,PayPal,Cancelled,0.0,,0.0,Marketplace,105.34,105.34,2024-08
TXN-0002520,2024-08-12,CUST-00591,PROD-0071,3,393.61,Debit Card,Completed,0.0,,0.0,Website,1180.83,1180.83,2024-08
TXN-0002521,2024-08-18,CUST-00486,PROD-0076,1,419.15,Credit Card,Completed,0.0,,0.0,Website,419.15,419.15,2024-08
TXN-0002522,2024-10-19,CUST-00563,PROD-0099,1,472.0,Credit Card,Completed,0.0,,0.0,Website,472.0,472.0,2024-10
TXN-0002523,2024-10-06,CUST-01172,PROD-0127,1,231.76,PayPal,Cancelled,0.0,,0.0,Website,231.76,231.76,2024-10
TXN-0002524,2024-10-01,CUST-00107,PROD-0032,4,255.02,Credit Card,Completed,0.0,,0.0,In-Store,1020.08,1020.08,2024-10
TXN-0002525,2024-07-22,CUST-01104,PROD-0009,1,481.02,Credit Card,Completed,0.0,,0.0,Website,481.02,481.02,2024-07
TXN-0002526,2024-10-08,CUST-00621,PROD-0078,1,234.63,Credit Card,Completed,0.0,,0.0,Website,234.63,234.63,2024-10
TXN-0002527,2024-10-13,CUST-00771,PROD-0013,5,256.73,Google Pay,Completed,0.0,,0.0,Marketplace,1283.65,1283.65,2024-10
TXN-0002528,2024-04-21,CUST-00975,PROD-0124,4,172.79,Credit Card,Processing,0.0,,0.0,Website,691.16,691.16,2024-04
TXN-0002529,2024-10-27,CUST-00448,PROD-0096,2,25.49,PayPal,Completed,5.99,WELCOME15,7.65,Social Media,50.98,49.32,2024-10
TXN-0002530,2024-01-01,CUST-00563,PROD-0083,1,222.19,Debit Card,Processing,0.0,,0.0,Website,222.19,222.19,2024-01
TXN-0002531,2024-08-21,CUST-00535,PROD-0144,1,330.98,Debit Card,Shipped,0.0,,0.0,Marketplace,330.98,330.98,2024-08
TXN-0002532,2024-07-14,CUST-00463,PROD-0140,3,348.06,PayPal,Shipped,0.0,,0.0,Marketplace,1044.18,1044.18,2024-07
TXN-0002533,2024-10-07,CUST-01110,PROD-0018,1,13.18,Debit Card,Processing,7.99,,0.0,Website,13.18,21.17,2024-10
TXN-0002534,2024-10-27,CUST-00971,PROD-0141,1,402.51,Debit Card,Shipped,0.0,,0.0,Website,402.51,402.51,2024-10
TXN-0002535,2024-08-08,CUST-00134,PROD-0093,2,251.27,Credit Card,Processing,0.0,,0.0,Website,502.54,502.54,2024-08
TXN-0002536,2024-07-12,CUST-00134,PROD-0024,2,265.16,Debit Card,Completed,0.0,,0.0,Mobile App,530.32,530.32,2024-07
TXN-0002537,2024-08-08,CUST-00560,PROD-0102,4,481.24,Google Pay,Completed,0.0,,0.0,Mobile App,1924.96,1924.96,2024-08
TXN-0002538,2024-10-18,CUST-00122,PROD-0140,1,149.38,Google Pay,Processing,0.0,,0.0,Social Media,149.38,149.38,2024-10
TXN-0002539,2024-08-04,CUST-00769,PROD-0060,1,383.2,PayPal,Completed,0.0,,0.0,Website,383.2,383.2,2024-08
TXN-0002540,2024-08-01,CUST-00174,PROD-0060,1,291.63,Google Pay,Completed,0.0,SUMMER20,58.33,Website,291.63,233.3,2024-08
TXN-0002541,2024-08-24,CUST-00658,PROD-0100,1,353.38,Google Pay,Cancelled,0.0,WELCOME15,53.01,Website,353.38,300.37,2024-08
TXN-0002542,2024-08-01,CUST-00010,PROD-0001,4,214.72,PayPal,Completed,0.0,,0.0,Mobile App,858.88,858.88,2024-08
TXN-0002543,2024-07-07,CUST-00388,PROD-0043,4,146.8,Debit Card,Processing,0.0,,0.0,Social Media,587.2,587.2,2024-07
TXN-0002544,2024-08-31,CUST-00824,PROD-0055,1,277.59,Debit Card,Shipped,0.0,,0.0,Website,277.59,277.59,2024-08
TXN-0002545,2024-10-22,CUST-00623,PROD-0034,3,193.71,Google Pay,Cancelled,0.0,,0.0,Website,581.13,581.13,2024-10
TXN-0002546,2024-09-17,CUST-01172,PROD-0034,2,119.22,PayPal,Completed,0.0,,0.0,Website,238.44,238.44,2024-09
TXN-0002547,2024-10-23,CUST-01020,PROD-0110,1,421.22,Apple Pay,Completed,0.0,FLASH30,126.37,Website,421.22,294.85,2024-10
TXN-0002548,2024-09-26,CUST-00448,PROD-0084,2,243.15,Credit Card,Cancelled,0.0,FLASH30,145.89,Mobile App,486.3,340.41,2024-09
TXN-0002549,2024-09-26,CUST-00049,PROD-0090,5,425.17,Credit Card,Cancelled,0.0,VIP25,531.46,Website,2125.85,1594.3899999999999,2024-09
TXN-0002550,2024-10-23,CUST-00998,PROD-0079,1,242.27,Credit Card,Completed,0.0,,0.0,Social Media,242.27,242.27,2024-10
TXN-0002551,2024-10-02,CUST-01088,PROD-0071,1,282.82,Credit Card,Completed,0.0,,0.0,Website,282.82,282.82,2024-10
TXN-0002552,2024-10-20,CUST-00961,PROD-0071,2,497.68,Google Pay,Completed,0.0,,0.0,Social Media,995.36,995.36,2024-10
TXN-0002553,2024-07-20,CUST-00151,PROD-0114,1,476.23,Credit Card,Completed,0.0,,0.0,Website,476.23,476.23,2024-07
TXN-0002554,2024-05-03,CUST-01196,PROD-0029,4,143.12,Debit Card,Processing,0.0,,0.0,Marketplace,572.48,572.48,2024-05
TXN-0002555,2024-10-23,CUST-00323,PROD-0143,2,435.63,Credit Card,Refunded,0.0,,0.0,Social Media,871.26,871.26,2024-10
TXN-0002556,2024-04-24,CUST-00871,PROD-0097,1,201.29,Credit Card,Completed,0.0,SAVE10,20.13,In-Store,201.29,181.16,2024-04
TXN-0002557,2024-09-13,CUST-01082,PROD-0053,5,44.9,Credit Card,Cancelled,0.0,,0.0,Marketplace,224.5,224.5,2024-09
TXN-0002558,2024-10-06,CUST-00295,PROD-0145,1,292.12,Bank Transfer,Refunded,0.0,,0.0,Website,292.12,292.12,2024-10
TXN-0002559,2024-10-23,CUST-01083,PROD-0064,4,488.75,PayPal,Completed,0.0,,0.0,Website,1955.0,1955.0,2024-10
TXN-0002560,2024-09-16,CUST-00377,PROD-0061,2,487.4,PayPal,Shipped,0.0,,0.0,Mobile App,974.8,974.8,2024-09
TXN-0002561,2024-07-25,CUST-01169,PROD-0108,2,71.96,Google Pay,Completed,0.0,,0.0,Social Media,143.92,143.92,2024-07
TXN-0002562,2024-08-15,CUST-00350,PROD-0037,3,387.9,Google Pay,Refunded,0.0,,0.0,Website,1163.6999999999998,1163.6999999999998,2024-08
TXN-0002563,2024-10-24,CUST-01144,PROD-0135,2,403.38,Debit Card,Completed,0.0,FLASH30,242.03,Social Media,806.76,564.73,2024-10
TXN-0002564,2024-10-23,CUST-00056,PROD-0008,1,190.67,Credit Card,Shipped,0.0,,0.0,Mobile App,190.67,190.67,2024-10
TXN-0002565,2024-09-27,CUST-00854,PROD-0078,5,332.7,Credit Card,Completed,0.0,,0.0,Website,1663.5,1663.5,2024-09
TXN-0002566,2024-10-07,CUST-00679,PROD-0068,5,249.19,Credit Card,Completed,0.0,SUMMER20,249.19,Website,1245.95,996.76,2024-10
TXN-0002567,2024-10-12,CUST-00618,PROD-0021,5,121.66,Credit Card,Completed,0.0,,0.0,Website,608.3,608.3,2024-10
TXN-0002568,2024-10-08,CUST-00282,PROD-0094,2,383.01,Credit Card,Cancelled,0.0,,0.0,Website,766.02,766.02,2024-10
TXN-0002569,2024-07-22,CUST-00853,PROD-0075,1,138.74,Credit Card,Completed,0.0,SAVE10,13.87,Mobile App,138.74,124.87,2024-07
TXN-0002570,2024-05-22,CUST-00242,PROD-0142,4,176.81,Apple Pay,Cancelled,0.0,,0.0,Website,707.24,707.24,2024-05
TXN-0002571,2024-09-26,CUST-00700,PROD-0078,1,103.1,Apple Pay,Refunded,0.0,,0.0,Mobile App,103.1,103.1,2024-09
TXN-0002572,2024-06-08,CUST-00313,PROD-0066,5,362.43,Credit Card,Completed,0.0,,0.0,Mobile App,1812.15,1812.15,2024-06
TXN-0002573,2024-10-04,CUST-01145,PROD-0146,1,234.76,Apple Pay,Processing,0.0,,0.0,Social Media,234.76,234.76,2024-10
TXN-0002574,2024-09-19,CUST-00030,PROD-0054,2,227.24,PayPal,Cancelled,0.0,,0.0,Mobile App,454.48,454.48,2024-09
TXN-0002575,2024-10-12,CUST-00252,PROD-0100,4,306.23,Credit Card,Cancelled,0.0,,0.0,Mobile App,1224.92,1224.92,2024-10
TXN-0002576,2024-08-27,CUST-00302,PROD-0021,2,87.05,PayPal,Completed,0.0,,0.0,Social Media,174.1,174.1,2024-08
TXN-0002577,2024-03-10,CUST-00543,PROD-0053,3,450.09,Credit Card,Cancelled,0.0,FLASH30,405.08,Website,1350.27,945.19,2024-03
TXN-0002578,2024-09-02,CUST-00291,PROD-0083,2,237.89,Credit Card,Processing,0.0,,0.0,Website,475.78,475.78,2024-09
TXN-0002579,2024-10-01,CUST-00629,PROD-0144,3,189.59,Debit Card,Processing,0.0,SUMMER20,113.75,Social Media,568.77,455.02,2024-10
TXN-0002580,2024-08-26,CUST-01020,PROD-0004,3,72.07,Debit Card,Refunded,0.0,FLASH30,64.86,Website,216.20999999999998,151.34999999999997,2024-08
TXN-0002581,2024-10-20,CUST-00858,PROD-0055,1,92.29,Credit Card,Completed,7.99,,0.0,Website,92.29,100.28,2024-10
TXN-0002582,2024-06-18,CUST-00734,PROD-0015,1,460.97,Debit Card,Refunded,0.0,WELCOME15,69.15,Website,460.97,391.82000000000005,2024-06
TXN-0002583,2024-09-16,CUST-00108,PROD-0064,1,233.73,Google Pay,Processing,0.0,,0.0,Website,233.73,233.73,2024-09
TXN-0002584,2024-09-22,CUST-00843,PROD-0112,5,363.86,PayPal,Refunded,0.0,,0.0,Mobile App,1819.3000000000002,1819.3000000000002,2024-09
TXN-0002585,2024-09-05,CUST-00206,PROD-0144,1,49.44,PayPal,Shipped,7.99,,0.0,Website,49.44,57.43,2024-09
TXN-0002586,2024-08-30,CUST-00929,PROD-0118,1,325.29,PayPal,Completed,0.0,SAVE10,32.53,Mobile App,325.29,292.76,2024-08
TXN-0002587,2024-10-23,CUST-00312,PROD-0020,1,461.53,PayPal,Completed,0.0,SUMMER20,92.31,Marketplace,461.53,369.21999999999997,2024-10
TXN-0002588,2024-08-20,CUST-00545,PROD-0064,1,156.97,Credit Card,Processing,0.0,,0.0,Mobile App,156.97,156.97,2024-08
TXN-0002589,2024-10-11,CUST-00434,PROD-0033,1,293.77,Google Pay,Completed,0.0,,0.0,Mobile App,293.77,293.77,2024-10
TXN-0002590,2024-08-13,CUST-01013,PROD-0081,3,470.7,Apple Pay,Refunded,0.0,WELCOME15,211.81,Website,1412.1,1200.29,2024-08
TXN-0002591,2024-07-16,CUST-00151,PROD-0126,1,362.46,Credit Card,Completed,0.0,,0.0,Website,362.46,362.46,2024-07
TXN-0002592,2024-07-22,CUST-00710,PROD-0069,4,40.53,Debit Card,Shipped,0.0,SUMMER20,32.42,Website,162.12,129.7,2024-07
TXN-0002593,2024-09-09,CUST-00171,PROD-0094,1,195.57,Debit Card,Shipped,0.0,,0.0,Mobile App,195.57,195.57,2024-09
TXN-0002594,2024-09-13,CUST-00853,PROD-0068,1,52.02,Credit Card,Completed,12.99,,0.0,Mobile App,52.02,65.01,2024-09
TXN-0002595,2024-10-18,CUST-01075,PROD-0087,2,432.04,Credit Card,Completed,0.0,,0.0,Mobile App,864.08,864.08,2024-10
TXN-0002596,2024-07-30,CUST-00565,PROD-0021,1,314.6,Credit Card,Completed,0.0,,0.0,Social Media,314.6,314.6,2024-07
TXN-0002597,2024-10-09,CUST-00626,PROD-0063,3,478.62,Apple Pay,Shipped,0.0,VIP25,358.96,Website,1435.8600000000001,1076.9,2024-10
TXN-0002598,2024-09-16,CUST-01111,PROD-0085,2,19.67,Credit Card,Completed,7.99,SAVE10,3.93,Website,39.34,43.400000000000006,2024-09
TXN-0002599,2024-10-07,CUST-00656,PROD-0134,3,217.3,Credit Card,Completed,0.0,SAVE10,65.19,Mobile App,651.9000000000001,586.71,2024-10
TXN-0002600,2024-10-19,CUST-00626,PROD-0024,1,61.13,Credit Card,Shipped,5.99,,0.0,Mobile App,61.13,67.12,2024-10
TXN-0002601,2024-08-29,CUST-00731,PROD-0111,1,181.73,PayPal,Completed,0.0,,0.0,Website,181.73,181.73,2024-08
TXN-0002602,2024-10-24,CUST-00839,PROD-0095,3,89.31,Google Pay,Completed,0.0,,0.0,Website,267.93,267.93,2024-10
TXN-0002603,2024-08-06,CUST-00131,PROD-0083,1,171.1,Debit Card,Completed,0.0,SUMMER20,34.22,Marketplace,171.1,136.88,2024-08
TXN-0002604,2024-10-05,CUST-00961,PROD-0102,1,411.43,Credit Card,Cancelled,0.0,,0.0,Mobile App,411.43,411.43,2024-10
TXN-0002605,2024-10-27,CUST-00566,PROD-0078,2,88.73,Debit Card,Completed,0.0,,0.0,Website,177.46,177.46,2024-10
TXN-0002606,2024-09-15,CUST-00084,PROD-0124,2,242.09,PayPal,Completed,0.0,,0.0,Social Media,484.18,484.18,2024-09
TXN-0002607,2024-10-25,CUST-00929,PROD-0140,1,461.57,PayPal,Shipped,0.0,,0.0,Website,461.57,461.57,2024-10
TXN-0002608,2024-10-08,CUST-00464,PROD-0120,4,499.39,PayPal,Processing,0.0,SAVE10,199.76,Social Media,1997.56,1797.8,2024-10
TXN-0002609,2024-08-15,CUST-00122,PROD-0015,2,132.8,Credit Card,Completed,0.0,,0.0,Website,265.6,265.6,2024-08
TXN-0002610,2024-10-24,CUST-00785,PROD-0083,3,468.42,Credit Card,Completed,0.0,,0.0,Mobile App,1405.26,1405.26,2024-10
TXN-0002611,2024-07-10,CUST-01035,PROD-0006,1,138.07,Credit Card,Completed,0.0,,0.0,Mobile App,138.07,138.07,2024-07
TXN-0002612,2024-10-27,CUST-01060,PROD-0067,2,212.62,Google Pay,Shipped,0.0,,0.0,Mobile App,425.24,425.24,2024-10
TXN-0002613,2024-10-10,CUST-01145,PROD-0122,3,440.17,Debit Card,Shipped,0.0,,0.0,Website,1320.51,1320.51,2024-10
TXN-0002614,2024-08-07,CUST-01020,PROD-0149,1,395.22,PayPal,Completed,0.0,SAVE10,39.52,Mobile App,395.22,355.70000000000005,2024-08
TXN-0002615,2024-10-05,CUST-00002,PROD-0084,2,430.16,Apple Pay,Processing,0.0,,0.0,Website,860.32,860.32,2024-10
TXN-0002616,2024-10-21,CUST-00476,PROD-0111,2,402.12,Apple Pay,Completed,0.0,VIP25,201.06,Website,804.24,603.1800000000001,2024-10
TXN-0002617,2024-10-01,CUST-00961,PROD-0145,1,125.17,Credit Card,Cancelled,0.0,,0.0,Website,125.17,125.17,2024-10
TXN-0002618,2024-10-09,CUST-00453,PROD-0136,5,283.8,Credit Card,Shipped,0.0,VIP25,354.75,Mobile App,1419.0,1064.25,2024-10
TXN-0002619,2024-07-09,CUST-00749,PROD-0064,5,198.76,Google Pay,Refunded,0.0,,0.0,Website,993.8,993.8,2024-07
TXN-0002620,2024-10-05,CUST-00757,PROD-0126,4,235.25,Bank Transfer,Completed,0.0,VIP25,235.25,Website,941.0,705.75,2024-10
TXN-0002621,2024-07-26,CUST-00452,PROD-0028,5,85.43,Debit Card,Completed,0.0,,0.0,Website,427.15000000000003,427.15000000000003,2024-07
TXN-0002622,2024-06-16,CUST-01075,PROD-0098,2,164.72,Apple Pay,Completed,0.0,,0.0,Website,329.44,329.44,2024-06
TXN-0002623,2024-09-23,CUST-00638,PROD-0141,5,430.24,Credit Card,Processing,0.0,,0.0,Mobile App,2151.2,2151.2,2024-09
TXN-0002624,2024-06-05,CUST-00601,PROD-0013,3,449.79,Credit Card,Completed,0.0,SUMMER20,269.87,Mobile App,1349.3700000000001,1079.5,2024-06
TXN-0002625,2024-09-29,CUST-01195,PROD-0086,1,308.97,Debit Card,Completed,0.0,,0.0,Website,308.97,308.97,2024-09
TXN-0002626,2024-04-11,CUST-00631,PROD-0021,4,254.14,Apple Pay,Completed,0.0,,0.0,Social Media,1016.56,1016.56,2024-04
TXN-0002627,2024-10-22,CUST-00228,PROD-0063,1,359.28,PayPal,Completed,0.0,,0.0,Mobile App,359.28,359.28,2024-10
TXN-0002628,2024-08-19,CUST-00647,PROD-0111,2,308.33,Debit Card,Shipped,0.0,SUMMER20,123.33,Social Media,616.66,493.33,2024-08
