PropertyID,Neighborhood,PropertyType,SquareFeet,Bedrooms,Bathrooms,YearBuilt,PropertyAge,LotSize,GarageCapacity,HasPool,HasFireplace,RenovationYear,YearsSinceRenovation,Condition,EnergyRating,SchoolRating,CrimeRate,DistanceToCenter,HOAFee,DaysOnMarket,ListingDate,Price
PROP_001647,Midtown,Townhouse,1517.0,3,2.0,1973,51,0.21,1,0,1,2000,24,8.7,E,7.0,13,2.1,293,18,2024-08-31,447000
PROP_001648,University Area,Single Family,430.8,3,3.0,2003,21,0.89,2,0,1,0,21,7.0,D,7.0,18,6.2,0,39,2024-08-12,365000
PROP_001649,University Area,Multi-Family,3234.0,6,5.0,1947,77,0.85,2,1,1,0,77,6.4,F,7.0,17,6.7,0,79,2024-08-11,589000
PROP_001650,Tech Hub,Single Family,680.0,1,1.0,1996,28,0.06,2,0,0,0,28,6.3,E,8.0,17,7.0,0,11,2024-08-24,159000
PROP_001651,Downtown,Single Family,1142.0,2,1.5,1951,73,0.06,1,0,0,0,73,4.4,F,5.0,29,0.1,126,2,2024-10-20,222000
PROP_001652,Suburbs,Townhouse,1155.0,2,1.0,1964,60,0.05,2,0,1,2008,16,7.0,D,7.0,10,11.9,292,30,2024-09-14,232000
PROP_001653,Uptown,Condo,1031.0,2,2.0,1959,65,0.0,2,0,0,2017,7,6.6,D,7.0,15,4.9,532,51,2024-09-01,291000
PROP_001654,Suburbs,Multi-Family,2760.0,6,5.0,1938,86,0.05,3,0,0,2001,23,4.1,F,8.0,7,13.1,0,57,2024-07-31,479000
PROP_001655,Midtown,Single Family,1387.0,2,2.0,2004,20,0.05,1,0,1,2023,1,10.0,D,7.0,17,3.1,135,24,2024-08-09,424000
PROP_001656,Residential Park,Single Family,688.0,2,1.0,1989,35,0.23,3,0,0,0,35,9.1,F,10.0,10,10.8,0,3,2024-10-01,189000
PROP_001657,Historic District,Multi-Family,2505.0,6,5.0,2014,10,0.09,2,0,1,2020,4,10.0,A,8.0,14,2.3,0,23,2024-08-13,855000
PROP_001658,Suburbs,Condo,1126.0,3,3.0,1947,77,0.0,2,1,1,0,77,3.9,F,8.0,4,11.4,349,5,2024-10-24,269000
PROP_001659,Suburbs,Single Family,500.0,1,1.5,1955,69,0.13,2,0,0,0,69,6.8,F,8.0,9,13.5,0,3,2024-10-09,76000
PROP_001660,Suburbs,Townhouse,1198.0,3,2.0,1975,49,0.1,0,0,0,2007,17,9.6,E,9.0,10,11.0,114,16,2024-09-28,241000
PROP_001661,Historic District,Condo,500.0,1,1.0,2010,14,0.0,3,0,0,0,14,8.2,E,8.0,14,1.8,323,67,2024-07-08,177000
PROP_001662,Waterfront,Condo,700.0,1,1.0,1975,49,0.0,0,0,1,0,49,7.1,F,8.0,12,2.6,218,65,2024-07-22,227000
PROP_001663,Residential Park,Condo,629.0,1,1.0,1984,40,0.0,2,0,0,2010,14,10.0,F,8.0,6,9.3,546,42,2024-08-31,182000
PROP_001664,Suburbs,Multi-Family,2485.0,5,4.0,1974,50,0.14,1,0,0,0,50,5.8,E,7.0,6,12.0,0,78,2024-08-05,427000
PROP_001665,Residential Park,Multi-Family,2070.0,4,3.5,1942,82,0.81,1,0,1,2013,11,6.7,D,10.0,7,11.0,0,31,2024-08-28,425000
PROP_001666,Industrial,Townhouse,750.0,1,1.0,2020,4,0.63,2,0,0,0,4,9.3,A,5.0,32,8.5,178,12,2024-09-28,114000
PROP_001667,Uptown,Single Family,1840.0,3,2.5,1995,29,0.15,3,0,0,2002,22,8.9,D,7.0,15,5.6,175,37,2024-09-04,587000
PROP_001668,Residential Park,Multi-Family,1139.0,3,3.5,2012,12,0.36,1,0,0,0,12,9.4,A,10.0,5,10.8,0,115,2024-06-06,312000
PROP_001669,Midtown,Townhouse,1315.0,3,2.5,2003,21,0.05,3,0,0,0,21,9.0,F,6.0,21,1.8,185,1,2024-10-15,430000
PROP_001670,University Area,Townhouse,915.0,2,2.5,1993,31,0.37,2,0,0,0,31,8.0,E,6.0,22,6.5,148,150,2024-04-23,218000
PROP_001671,Suburbs,Single Family,1217.0,2,2.0,1945,79,1.08,1,0,1,2002,22,5.9,E,8.0,3,11.7,0,61,2024-07-28,248000
PROP_001672,Industrial,Multi-Family,2302.0,5,4.0,2002,22,0.23,1,0,0,2008,16,10.0,E,5.0,32,7.5,0,52,2024-08-05,423000
PROP_001673,Industrial,Townhouse,1382.0,3,2.0,1956,68,0.21,2,0,0,0,68,5.0,F,6.0,32,9.9,245,42,2024-09-19,184000
PROP_001674,University Area,Single Family,2068.0,5,5.0,1985,39,0.06,0,0,0,2021,3,10.0,C,7.0,21,6.4,74,13,2024-08-20,571000
PROP_001675,University Area,Condo,875.0,1,1.0,2001,23,0.0,1,1,0,0,23,9.3,E,5.0,15,7.0,482,97,2024-07-15,215000
PROP_001676,Suburbs,Multi-Family,2183.0,4,4.5,2011,13,0.27,0,0,1,0,13,6.6,A,9.0,8,13.6,0,160,2024-05-12,431000
PROP_001677,Midtown,Single Family,1181.0,2,1.0,2005,19,0.32,1,0,0,0,19,9.6,F,8.0,14,2.0,170,116,2024-05-10,315000
PROP_001678,Suburbs,Ranch,1672.0,4,4.0,2004,20,0.05,2,0,1,0,20,8.7,F,9.0,8,13.4,0,5,2024-10-19,422000
PROP_001679,Midtown,Townhouse,1353.0,3,3.5,1955,69,0.24,1,0,0,0,69,5.1,F,6.0,23,3.4,263,60,2024-07-13,293000
PROP_001680,Tech Hub,Condo,870.0,1,1.0,1978,46,0.0,1,0,1,0,46,6.8,E,9.0,10,6.5,522,36,2024-08-26,240000
PROP_001681,Suburbs,Single Family,500.0,1,1.0,1932,92,0.07,1,1,0,0,92,4.4,F,8.0,4,11.6,0,69,2024-08-19,87000
PROP_001682,Residential Park,Single Family,1565.0,3,3.5,2007,17,0.07,1,0,0,2010,14,8.6,E,10.0,7,11.9,132,19,2024-08-30,496000
PROP_001683,Tech Hub,Ranch,1745.0,3,3.0,2021,3,0.1,0,0,0,0,3,9.8,A,9.0,19,4.8,152,141,2024-04-23,547000
PROP_001684,University Area,Single Family,1059.0,2,1.5,1971,53,0.37,2,0,1,0,53,6.9,F,6.0,24,7.3,0,16,2024-09-10,196000
PROP_001685,Midtown,Townhouse,750.0,2,1.5,1944,80,0.28,2,0,0,0,80,6.8,D,6.0,13,1.5,240,60,2024-07-17,181000
PROP_001686,Industrial,Single Family,2137.0,4,4.0,1990,34,0.56,0,0,0,0,34,6.4,D,6.0,29,9.8,0,31,2024-09-06,332000
PROP_001687,Residential Park,Single Family,1645.0,3,3.5,2015,9,0.11,1,0,1,2006,18,10.0,A,10.0,1,10.3,161,43,2024-08-05,538000
PROP_001688,Suburbs,Single Family,1285.0,2,1.0,1996,28,0.73,1,1,0,0,28,7.6,F,9.0,11,13.0,0,5,2024-10-14,275000
PROP_001689,Historic District,Condo,558.0,1,1.0,1933,91,0.0,1,0,0,0,91,4.4,E,8.0,14,3.1,588,42,2024-08-16,148000
PROP_001690,University Area,Ranch,1271.0,3,2.0,2022,2,0.15,2,0,1,2020,4,10.0,A,6.0,19,5.8,160,37,2024-08-24,328000
PROP_001691,Midtown,Single Family,2051.0,4,3.5,2014,10,0.05,1,1,0,2020,4,10.0,A,8.0,16,2.2,0,57,2024-08-28,777000
PROP_001692,Waterfront,Single Family,1468.0,3,2.5,1953,71,0.09,1,0,1,2013,11,9.2,E,6.0,7,2.9,0,15,2024-09-25,504000
PROP_001693,Suburbs,Single Family,1124.0,3,3.5,2019,5,0.94,2,0,0,0,5,10.0,A,8.0,10,11.8,73,80,2024-08-07,311000
PROP_001694,Midtown,Condo,1052.0,2,1.5,1988,36,0.0,1,0,0,0,36,8.4,D,7.0,19,2.5,381,130,2024-05-06,283000
PROP_001695,Suburbs,Condo,655.0,1,1.5,1981,43,0.0,2,1,0,0,43,6.8,E,7.0,11,12.6,346,96,2024-05-29,156000
PROP_001696,Downtown,Multi-Family,2900.0,5,5.0,1989,35,0.06,2,0,1,0,35,7.1,D,7.0,25,0.1,0,22,2024-09-29,778000
PROP_001697,Downtown,Condo,1305.0,2,1.5,2014,10,0.0,1,0,1,0,10,9.8,A,7.0,20,1.5,270,64,2024-08-22,505000
PROP_001698,Midtown,Condo,760.0,3,2.5,2003,21,0.0,2,0,1,0,21,8.2,E,8.0,17,2.3,223,20,2024-09-27,291000
PROP_001699,Residential Park,Single Family,1085.0,3,2.5,1936,88,0.12,2,0,0,2004,20,5.6,D,8.0,5,11.7,0,89,2024-07-31,223000
PROP_001700,Waterfront,Ranch,552.0,1,1.0,2021,3,0.16,1,0,1,2002,22,10.0,A,7.0,11,4.7,79,21,2024-09-01,191000
PROP_001701,Residential Park,Single Family,659.0,1,1.5,1955,69,0.17,2,1,0,0,69,5.9,E,10.0,10,11.2,0,9,2024-08-27,164000
PROP_001702,Suburbs,Single Family,730.0,1,1.0,2009,15,0.16,2,0,0,2014,10,10.0,D,7.0,3,13.6,0,30,2024-08-29,134000
PROP_001703,Suburbs,Townhouse,1247.0,3,2.5,2002,22,0.21,3,0,1,2002,22,10.0,D,7.0,3,13.8,272,6,2024-08-31,355000
PROP_001704,Waterfront,Condo,802.0,1,1.0,1961,63,0.0,2,0,0,2015,9,7.9,F,8.0,10,3.7,263,39,2024-08-11,319000
PROP_001705,Suburbs,Condo,500.0,1,1.0,1958,66,0.0,2,1,0,2017,7,7.0,D,7.0,8,13.9,340,38,2024-08-15,134000
PROP_001706,Midtown,Condo,815.0,2,2.0,2016,8,0.0,0,0,0,0,8,8.4,A,8.0,21,3.9,441,30,2024-09-10,228000
PROP_001707,Tech Hub,Townhouse,1376.0,3,3.0,1985,39,0.05,2,1,1,0,39,8.8,F,9.0,11,4.3,203,41,2024-08-22,524000
PROP_001708,Uptown,Single Family,1663.0,3,3.5,2003,21,0.48,1,1,0,0,21,8.2,F,9.0,11,4.6,0,166,2024-04-30,518000
PROP_001709,Historic District,Multi-Family,860.0,1,1.0,1992,32,0.05,0,1,0,0,32,4.9,E,7.0,14,0.8,131,21,2024-09-04,156000
PROP_001710,Tech Hub,Condo,861.0,2,2.0,2008,16,0.0,2,1,1,0,16,6.3,D,7.0,9,6.1,447,24,2024-08-19,363000
PROP_001711,Midtown,Condo,500.0,1,1.0,1991,33,0.0,2,1,0,0,33,6.3,F,7.0,18,3.3,304,14,2024-09-10,160000
PROP_001712,Downtown,Condo,1170.0,2,2.5,1973,51,0.0,1,0,0,2004,20,8.2,F,7.0,23,2.2,251,9,2024-09-23,407000
PROP_001713,University Area,Single Family,1792.0,4,4.0,1980,44,0.24,2,0,1,0,44,6.8,F,5.0,20,7.0,0,15,2024-09-15,388000
PROP_001714,Suburbs,Townhouse,885.0,1,1.0,2016,8,0.62,1,0,1,2005,19,10.0,A,9.0,10,12.4,158,10,2024-10-03,203000
PROP_001715,Downtown,Condo,670.0,1,1.5,1990,34,0.0,1,0,0,0,34,6.6,E,5.0,27,0.1,573,25,2024-08-16,188000
PROP_001716,Residential Park,Single Family,1169.0,2,1.5,1964,60,0.28,1,0,1,0,60,6.2,D,10.0,3,9.4,0,11,2024-09-26,248000
PROP_001717,Downtown,Condo,500.0,1,1.0,2020,4,0.0,1,0,0,2015,9,10.0,A,5.0,28,1.0,251,32,2024-08-03,156000
PROP_001718,Tech Hub,Ranch,1734.0,4,4.5,2012,12,0.42,1,0,0,0,12,9.1,A,9.0,19,6.5,0,15,2024-09-10,626000
PROP_001719,Residential Park,Condo,818.0,2,2.5,1935,89,0.0,2,1,0,2016,8,5.6,B,10.0,4,11.3,206,24,2024-08-24,244000
PROP_001720,Uptown,Ranch,1988.0,4,3.5,2023,1,0.05,0,0,0,2007,17,10.0,A,8.0,7,5.6,0,6,2024-10-03,658000
PROP_001721,Midtown,Single Family,850.0,1,1.0,2006,18,0.43,0,0,0,0,18,9.9,F,7.0,21,3.4,0,8,2024-10-12,195000
PROP_001722,Midtown,Single Family,1090.0,2,1.5,1957,67,0.13,2,0,1,0,67,4.2,F,6.0,17,1.6,0,42,2024-09-11,229000
PROP_001723,Suburbs,Single Family,646.0,2,2.5,1968,56,0.05,2,0,1,0,56,7.8,D,7.0,10,11.6,0,37,2024-08-19,135000
PROP_001724,Midtown,Condo,598.0,1,1.0,2005,19,0.0,1,0,1,0,19,8.7,E,7.0,19,2.4,549,8,2024-10-07,171000
PROP_001725,Tech Hub,Single Family,809.0,2,1.5,2011,13,0.13,1,1,1,2017,7,10.0,A,9.0,13,4.6,0,15,2024-08-28,317000
PROP_001726,Downtown,Single Family,1897.0,4,3.0,1968,56,1.01,1,0,0,2015,9,9.1,F,7.0,27,0.1,0,11,2024-09-16,637000
PROP_001727,Waterfront,Ranch,1320.0,3,2.0,1970,54,0.36,2,0,0,0,54,6.9,F,6.0,5,2.8,0,71,2024-07-02,428000
PROP_001728,Residential Park,Multi-Family,2074.0,4,4.5,1975,49,0.23,2,0,1,0,49,7.1,E,8.0,11,9.1,0,20,2024-08-26,437000
PROP_001729,University Area,Townhouse,1066.0,2,2.5,1999,25,1.04,2,0,1,0,25,9.0,E,7.0,18,6.7,263,23,2024-08-21,302000
PROP_001730,Historic District,Single Family,765.0,2,1.5,1959,65,0.7,0,0,1,2021,3,7.8,D,7.0,14,1.7,69,49,2024-08-03,272000
PROP_001731,Suburbs,Single Family,1315.0,3,3.5,1949,75,0.22,2,0,0,0,75,5.5,E,7.0,6,11.7,0,17,2024-09-15,221000
PROP_001732,Historic District,Single Family,1699.0,4,3.0,2005,19,0.71,1,1,0,0,19,10.0,F,8.0,15,0.9,0,21,2024-08-15,564000
PROP_001733,Waterfront,Townhouse,777.0,2,2.0,2011,13,0.16,1,0,0,0,13,9.3,A,6.0,13,3.4,168,71,2024-06-23,293000
PROP_001734,Suburbs,Ranch,1923.0,3,2.5,1992,32,0.08,1,0,0,0,32,8.7,E,8.0,3,12.8,0,71,2024-08-18,389000
PROP_001735,Midtown,Condo,645.0,2,2.0,1980,44,0.0,2,1,0,0,44,4.9,E,6.0,22,3.9,566,41,2024-08-11,201000
PROP_001736,Industrial,Single Family,1158.0,1,1.5,1986,38,0.33,2,1,0,2021,3,9.8,B,,35,7.8,0,36,2024-09-22,200000
PROP_001737,Suburbs,Condo,1059.0,2,2.0,1982,42,0.0,2,0,1,0,42,9.7,D,8.0,4,11.1,586,8,2024-09-30,277000
PROP_001738,Midtown,Single Family,1068.0,2,2.0,2021,3,0.32,2,0,0,2000,24,10.0,A,8.0,13,3.2,0,28,2024-10-01,340000
PROP_001739,Suburbs,Single Family,1418.0,3,3.5,2011,13,0.35,1,0,0,0,13,10.0,A,8.0,9,11.7,0,14,2024-10-09,364000
PROP_001740,Suburbs,Condo,805.0,2,2.5,1964,60,0.0,1,0,1,0,60,6.7,E,9.0,4,12.5,368,58,2024-08-24,179000
PROP_001741,University Area,Townhouse,1245.0,2,2.0,1982,42,0.05,2,0,0,0,42,5.5,E,5.0,23,7.4,273,44,2024-08-17,248000
PROP_001742,University Area,Single Family,500.0,1,1.0,1995,29,0.23,2,0,0,2007,17,10.0,F,6.0,22,5.1,0,21,2024-08-29,89000
PROP_001743,University Area,Single Family,500.0,1,1.0,2000,24,0.06,2,0,0,2004,20,10.0,F,6.0,24,5.4,0,34,2024-08-07,85000
PROP_001744,Downtown,Ranch,1846.0,4,3.5,1990,34,0.3,1,0,1,0,34,8.6,D,6.0,20,0.1,0,24,2024-08-29,537000
PROP_001745,Suburbs,Single Family,1918.0,4,4.5,2013,11,0.24,2,0,0,2014,10,10.0,A,7.0,5,11.7,82,7,2024-09-26,491000
PROP_001746,Suburbs,Single Family,944.0,3,3.5,2010,14,0.26,1,1,1,0,14,9.8,D,8.0,8,11.5,0,68,2024-07-22,266000
PROP_001747,Downtown,Single Family,1277.0,3,3.5,1992,32,0.11,2,0,0,2014,10,10.0,E,5.0,30,0.4,0,102,2024-06-04,472000
PROP_001748,Uptown,Single Family,1547.0,4,3.5,2015,9,0.31,1,0,0,0,9,10.0,A,7.0,9,5.2,131,119,2024-05-11,452000
PROP_001749,University Area,Single Family,1746.0,4,3.5,2010,14,0.53,3,0,0,2022,2,10.0,C,6.0,23,5.1,0,70,2024-07-20,525000
PROP_001750,Midtown,Multi-Family,783.0,1,1.0,2011,13,1.88,1,0,0,0,13,8.7,A,8.0,22,1.2,0,77,2024-07-26,217000
PROP_001751,Waterfront,Single Family,956.0,1,1.0,2021,3,0.55,2,0,0,0,3,10.0,A,7.0,14,3.7,0,2,2024-10-05,332000
PROP_001752,Uptown,Condo,800.0,2,1.5,1971,53,0.0,2,0,1,0,53,8.8,E,9.0,8,4.6,288,68,2024-08-04,236000
PROP_001753,Downtown,Townhouse,1446.0,2,1.0,1971,53,0.06,1,0,0,2019,5,7.4,B,7.0,25,0.9,222,16,2024-09-26,412000
PROP_001754,Uptown,Condo,1649.0,4,4.5,2017,7,0.0,0,0,1,0,7,10.0,A,8.0,8,4.5,370,6,2024-10-02,643000
PROP_001755,Residential Park,Multi-Family,1863.0,4,3.0,2011,13,0.83,2,0,1,0,13,8.0,A,9.0,3,11.2,0,33,2024-09-24,537000
PROP_001756,University Area,Multi-Family,1155.0,3,3.5,2019,5,0.07,1,0,1,2019,5,10.0,A,7.0,24,6.7,0,38,2024-08-14,297000
PROP_001757,Residential Park,Single Family,1601.0,3,2.5,1937,87,0.09,1,0,0,0,87,2.2,E,9.0,9,10.4,0,29,2024-08-07,273000
PROP_001758,Suburbs,Townhouse,1662.0,3,2.0,2001,23,0.05,3,0,1,0,23,7.9,D,8.0,11,11.2,138,47,2024-09-13,366000
PROP_001759,Midtown,Condo,932.0,2,2.5,1955,69,0.0,2,0,0,2011,13,9.7,F,6.0,14,3.9,368,56,2024-07-10,303000
PROP_001760,Waterfront,Ranch,1237.0,2,2.5,1992,32,0.16,1,0,0,0,32,7.4,D,8.0,12,2.7,128,6,2024-10-17,410000
PROP_001761,Suburbs,Condo,1187.0,2,2.5,1956,68,0.0,2,0,1,0,68,5.4,D,7.0,5,13.6,290,43,2024-08-07,227000
PROP_001762,University Area,Ranch,1865.0,4,3.5,1952,72,0.62,2,0,0,2002,22,8.4,E,6.0,16,6.1,0,2,2024-10-22,422000
PROP_001763,Midtown,Townhouse,840.0,1,1.0,1923,101,0.24,2,0,1,2020,4,5.1,B,7.0,23,3.1,205,26,2024-09-04,174000
PROP_001764,Suburbs,Single Family,1590.0,3,3.0,2001,23,0.12,2,0,0,0,23,6.4,F,7.0,12,12.4,70,4,2024-08-31,340000
PROP_001765,Midtown,Condo,1199.0,3,2.5,1980,44,0.0,2,0,0,0,44,6.0,E,6.0,20,2.1,583,26,2024-09-29,318000
PROP_001766,Suburbs,Ranch,2072.0,5,5.0,1949,75,0.1,1,0,0,0,75,6.3,E,8.0,5,12.8,120,8,2024-09-16,366000
PROP_001767,University Area,Multi-Family,1960.0,4,3.0,1976,48,,2,1,0,0,48,8.3,E,7.0,22,6.6,0,59,2024-08-14,433000
PROP_001768,Suburbs,Single Family,1220.0,3,2.0,1958,66,0.12,0,0,0,2017,7,5.6,D,7.0,8,11.7,0,103,2024-05-23,198000
PROP_001769,Suburbs,Townhouse,1629.0,3,2.0,2020,4,0.24,0,0,0,2002,22,10.0,A,9.0,3,12.0,219,8,2024-09-07,424000
PROP_001770,Suburbs,Single Family,794.0,2,2.0,1976,48,0.45,2,1,1,0,48,6.1,D,8.0,4,11.1,158,60,2024-08-18,210000
PROP_001771,Suburbs,Single Family,1619.0,3,2.0,1977,47,0.34,0,0,1,0,47,6.5,E,9.0,4,11.6,0,7,2024-09-16,282000
PROP_001772,University Area,Condo,500.0,1,1.0,2015,9,0.0,2,0,1,2005,19,10.0,A,7.0,21,6.0,286,25,2024-09-09,124000
PROP_001773,Industrial,Single Family,1932.0,5,5.0,2002,22,0.23,2,0,1,0,22,8.6,F,5.0,30,9.9,84,44,2024-08-18,385000
PROP_001774,Residential Park,Multi-Family,1845.0,4,4.5,2007,17,0.55,1,0,0,0,17,8.3,E,9.0,2,10.6,0,34,2024-07-30,507000
PROP_001775,University Area,Single Family,2034.0,4,4.0,2002,22,0.05,0,0,1,0,22,8.1,D,6.0,15,7.1,192,2,2024-10-08,431000
PROP_001776,Suburbs,Multi-Family,2294.0,5,5.0,2020,4,0.05,2,0,0,2014,10,10.0,A,9.0,7,13.0,170,20,2024-09-02,655000
PROP_001777,Tech Hub,Single Family,788.0,1,1.0,1963,61,0.24,3,0,0,2010,14,8.7,F,7.0,19,6.9,0,28,2024-08-16,219000
PROP_001778,Suburbs,Single Family,2112.0,5,5.0,2023,1,0.31,2,0,1,0,1,8.5,A,8.0,4,12.7,0,22,2024-08-20,559000
PROP_001779,Uptown,Single Family,2175.0,3,3.5,2014,10,0.07,2,0,0,0,10,9.7,A,8.0,16,4.8,0,49,2024-08-20,628000
PROP_001780,University Area,Single Family,1841.0,3,3.0,1998,26,0.41,1,0,1,2013,11,10.0,F,5.0,24,5.9,0,98,2024-06-22,417000
PROP_001781,Downtown,Single Family,1019.0,3,2.5,2003,21,0.31,0,0,0,0,21,10.0,F,6.0,25,1.4,0,49,2024-09-04,299000
PROP_001782,Residential Park,Single Family,1246.0,2,2.0,2002,22,0.77,2,0,0,2021,3,10.0,D,9.0,2,11.3,0,40,2024-09-20,402000
PROP_001783,Suburbs,Condo,943.0,2,1.5,1936,88,0.0,1,0,0,2021,3,6.4,C,7.0,13,11.3,486,7,2024-09-10,160000
PROP_001784,Tech Hub,Single Family,1048.0,1,1.5,1965,59,0.42,2,0,0,2015,9,6.4,F,9.0,17,5.4,192,19,2024-09-18,272000
PROP_001785,Tech Hub,Condo,1407.0,4,3.0,2021,3,0.0,1,0,1,2013,11,10.0,A,9.0,13,5.3,233,35,2024-09-15,716000
PROP_001786,Industrial,Single Family,1472.0,4,3.0,1994,30,0.25,2,0,1,0,30,8.1,E,6.0,31,7.3,50,122,2024-05-08,290000
PROP_001787,Tech Hub,Multi-Family,500.0,1,1.0,1981,43,0.24,2,1,0,0,43,7.4,E,8.0,12,5.0,165,16,2024-10-12,163000
PROP_001788,Historic District,Ranch,1735.0,3,2.0,2010,14,0.15,2,0,0,2007,17,10.0,D,6.0,11,2.1,118,18,2024-08-24,564000
PROP_001789,Downtown,Condo,795.0,2,1.5,1994,30,0.0,2,0,0,0,30,8.1,F,7.0,22,1.4,243,40,2024-08-13,265000
PROP_001790,Waterfront,Single Family,1362.0,4,3.5,1923,101,0.05,3,0,1,0,101,3.3,E,6.0,9,2.9,0,103,2024-05-24,343000
PROP_001791,Midtown,Single Family,1215.0,3,3.5,2009,15,0.22,3,0,0,2012,12,10.0,D,8.0,13,2.4,0,35,2024-09-14,483000
PROP_001792,University Area,Ranch,1922.0,5,5.0,2008,16,0.07,3,0,1,0,16,9.7,F,,18,7.2,0,8,2024-09-25,562000
PROP_001793,Waterfront,Single Family,1959.0,3,3.5,1958,66,0.41,2,0,1,0,66,4.1,E,,8,3.3,0,3,2024-09-27,571000
PROP_001794,Tech Hub,Single Family,1541.0,3,3.5,2021,3,0.05,2,1,1,0,3,8.3,A,9.0,10,6.8,78,98,2024-06-29,633000
PROP_001795,Downtown,Single Family,1230.0,2,2.5,1966,58,0.53,2,0,0,0,58,5.3,F,7.0,28,0.1,195,49,2024-08-14,330000
PROP_001796,Midtown,Single Family,1379.0,3,3.0,1989,35,0.55,0,1,1,2016,8,10.0,D,6.0,18,1.8,179,11,2024-09-05,429000
PROP_001797,Tech Hub,Single Family,1409.0,3,2.0,1951,73,0.54,1,0,1,2019,5,7.6,B,8.0,17,4.4,76,58,2024-07-27,387000
PROP_001798,Downtown,Townhouse,919.0,2,2.0,1999,25,0.05,0,0,1,0,25,7.7,F,6.0,25,1.1,256,57,2024-07-09,245000
PROP_001799,Downtown,Single Family,1689.0,4,3.0,1981,43,0.3,0,0,1,0,43,6.3,F,7.0,21,0.1,0,66,2024-06-28,464000
PROP_001800,Downtown,Condo,1038.0,3,2.0,1979,45,,1,1,0,2005,19,8.9,F,6.0,20,1.7,530,100,2024-07-23,414000
PROP_001801,Residential Park,Single Family,2170.0,4,3.0,2014,10,0.57,0,0,1,2012,12,10.0,A,8.0,4,11.8,0,7,2024-10-14,666000
PROP_001802,University Area,Single Family,2027.0,4,3.0,1922,102,0.39,3,0,1,0,102,4.6,D,6.0,15,5.6,0,141,2024-05-21,319000
PROP_001803,Suburbs,Ranch,1325.0,3,2.0,2012,12,0.23,2,1,1,0,12,10.0,A,9.0,10,13.7,0,293,2023-11-25,361000
PROP_001804,Uptown,Single Family,1810.0,3,2.5,1997,27,0.39,0,0,1,2014,10,10.0,D,8.0,17,4.9,0,1,2024-10-14,510000
PROP_001805,Suburbs,Multi-Family,1429.0,2,2.0,2023,1,0.05,1,0,0,2001,23,10.0,A,8.0,3,11.6,0,4,2024-10-13,286000
PROP_001806,University Area,Condo,1108.0,3,2.0,1998,26,0.0,2,0,0,0,26,8.3,F,7.0,19,7.2,560,25,2024-09-10,290000
PROP_001807,Tech Hub,Single Family,1141.0,2,1.0,1935,89,0.1,2,0,1,0,89,4.4,E,8.0,17,4.3,0,1,2024-09-08,228000
PROP_001808,Midtown,Ranch,1190.0,2,2.5,1934,90,1.08,3,1,0,0,90,5.0,D,7.0,13,3.1,51,59,2024-08-24,306000
PROP_001809,Midtown,Single Family,1540.0,3,3.0,2017,7,0.58,3,0,0,2001,23,10.0,A,8.0,16,3.6,0,47,2024-08-30,602000
PROP_001810,Midtown,Multi-Family,500.0,1,1.5,2015,9,0.4,3,0,0,0,9,10.0,A,8.0,20,3.9,150,67,2024-07-20,149000
PROP_001811,Tech Hub,Single Family,524.0,1,1.5,1978,46,0.81,1,0,1,0,46,5.6,D,7.0,16,4.2,0,290,2023-12-19,129000
PROP_001812,University Area,Multi-Family,1893.0,4,4.0,2000,24,0.13,1,0,0,0,24,8.5,F,7.0,15,5.2,0,121,2024-07-01,370000
PROP_001813,Uptown,Single Family,1441.0,4,4.5,1991,33,0.69,2,0,0,0,33,9.1,E,9.0,14,5.8,0,16,2024-09-07,476000
PROP_001814,Downtown,Condo,789.0,2,2.0,2022,2,0.0,1,0,0,0,2,8.8,A,6.0,30,1.9,423,22,2024-09-05,271000
PROP_001815,Midtown,Townhouse,647.0,2,1.0,2021,3,0.4,2,0,1,2016,8,9.9,A,8.0,15,3.3,173,67,2024-08-11,252000
PROP_001816,Residential Park,Ranch,1272.0,3,3.0,2023,1,0.4,2,0,1,2008,16,10.0,A,9.0,11,11.2,0,22,2024-08-12,419000
PROP_001817,Uptown,Ranch,1756.0,3,2.5,2016,8,0.05,2,0,0,2007,17,10.0,A,9.0,13,5.2,0,53,2024-08-29,536000
PROP_001818,University Area,Multi-Family,2349.0,4,4.0,2018,6,0.13,1,0,0,2019,5,10.0,A,5.0,24,6.8,95,112,2024-06-09,587000
PROP_001819,Historic District,Multi-Family,1990.0,4,4.0,1965,59,0.05,2,0,1,0,59,4.6,D,6.0,20,2.9,0,23,2024-08-15,528000
PROP_001820,Suburbs,Single Family,1978.0,4,3.0,2014,10,1.75,2,0,1,0,10,8.2,A,8.0,3,11.1,0,36,2024-09-10,507000
PROP_001821,Uptown,Single Family,1598.0,3,3.5,2007,17,0.05,3,0,1,0,17,8.4,D,8.0,11,5.2,0,82,2024-07-31,458000
PROP_001822,Midtown,Single Family,1026.0,2,2.5,2021,3,0.23,1,1,1,0,3,8.8,A,7.0,16,2.7,0,29,2024-09-13,322000
PROP_001823,Historic District,Single Family,1259.0,2,2.5,1997,27,0.47,3,0,1,0,27,7.0,D,6.0,13,3.2,116,15,2024-08-26,383000
PROP_001824,University Area,Single Family,698.0,2,2.5,1943,81,0.07,2,0,0,2021,3,4.6,D,5.0,19,7.8,0,13,2024-09-30,133000
