transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,payment_method,order_status,shipping_cost,discount_code,discount_amount,sales_channel
TXN-0002316,2024-10-19,CUST-00801,PROD-0029,5,314.98,Debit Card,Completed,0.0,,0.0,Website
TXN-0002317,2024-10-08,CUST-00832,PROD-0046,3,134.94,PayPal,Processing,0.0,,0.0,In-Store
TXN-0002318,2024-09-27,CUST-00897,PROD-0023,2,127.24,Apple Pay,Cancelled,0.0,,0.0,Website
TXN-0002319,2024-09-25,CUST-00638,PROD-0094,2,416.84,Credit Card,Processing,0.0,SUMMER20,166.74,Mobile App
TXN-0002320,2024-09-26,CUST-01068,PROD-0114,2,383.0,Debit Card,Completed,0.0,,0.0,Website
TXN-0002321,2024-06-07,CUST-01119,PROD-0034,2,175.02,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0002322,2024-08-13,CUST-00951,PROD-0117,1,322.51,Debit Card,Cancelled,0.0,,0.0,Mobile App
TXN-0002323,2024-09-01,CUST-00785,PROD-0029,2,415.78,Bank Transfer,Processing,0.0,,0.0,Mobile App
TXN-0002324,2024-10-05,CUST-00370,PROD-0009,2,445.52,Credit Card,Processing,0.0,,0.0,Website
TXN-0002325,2024-07-15,CUST-01176,PROD-0039,1,12.84,Debit Card,Completed,7.99,,0.0,In-Store
TXN-0002326,2024-04-24,CUST-00339,PROD-0135,5,408.59,PayPal,Completed,0.0,FLASH30,612.88,Website
TXN-0002327,2024-07-16,CUST-00253,PROD-0110,5,181.68,Debit Card,Cancelled,0.0,,0.0,Social Media
TXN-0002328,2024-10-27,CUST-00577,PROD-0069,5,362.0,Debit Card,Refunded,0.0,SUMMER20,362.0,Mobile App
TXN-0002329,2024-08-28,CUST-00061,PROD-0136,2,191.98,Credit Card,Processing,0.0,,0.0,Website
TXN-0002330,2024-10-24,CUST-01172,PROD-0096,1,307.05,Debit Card,Processing,0.0,FLASH30,92.12,Mobile App
TXN-0002331,2024-10-10,CUST-00741,PROD-0119,3,326.91,Credit Card,Processing,0.0,,0.0,Mobile App
TXN-0002332,2024-10-24,CUST-00703,PROD-0118,1,208.44,PayPal,Completed,0.0,,0.0,Mobile App
TXN-0002333,2024-09-02,CUST-00801,PROD-0018,3,261.25,Debit Card,Processing,0.0,,0.0,Website
TXN-0002334,2024-08-19,CUST-00633,PROD-0102,5,365.88,Apple Pay,Completed,0.0,FLASH30,548.82,In-Store
TXN-0002335,2024-10-20,CUST-00035,PROD-0110,5,243.38,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0002336,2024-09-28,CUST-00763,PROD-0082,2,16.84,Debit Card,Completed,7.99,SAVE10,3.37,Website
TXN-0002337,2024-09-21,CUST-00862,PROD-0105,2,16.31,Debit Card,Completed,7.99,,0.0,Mobile App
TXN-0002338,2024-09-30,CUST-00545,PROD-0016,4,334.03,Credit Card,Completed,0.0,,0.0,Website
TXN-0002339,2024-10-20,CUST-00905,PROD-0021,3,425.14,Debit Card,Completed,0.0,FLASH30,382.63,Website
TXN-0002340,2024-09-25,CUST-00290,PROD-0138,5,394.77,Credit Card,Cancelled,0.0,SAVE10,197.38,Website
TXN-0002341,2024-08-05,CUST-00277,PROD-0106,3,162.09,Credit Card,Completed,0.0,,0.0,Social Media
TXN-0002342,2024-10-23,CUST-00201,PROD-0132,4,240.84,Credit Card,Refunded,0.0,,0.0,Website
TXN-0002343,2024-10-22,CUST-00461,PROD-0044,2,124.73,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0002344,2024-10-01,CUST-00998,PROD-0123,5,494.67,Google Pay,Completed,0.0,,0.0,Website
TXN-0002345,2024-05-10,CUST-00971,PROD-0136,1,137.64,Credit Card,Completed,0.0,VIP25,34.41,Website
TXN-0002346,2024-08-22,CUST-00486,PROD-0111,5,213.96,Apple Pay,Shipped,0.0,,0.0,Website
TXN-0002347,2024-08-20,CUST-00742,PROD-0117,1,343.74,Credit Card,Processing,0.0,,0.0,Marketplace
TXN-0002348,2024-10-01,CUST-00871,PROD-0126,1,439.24,Debit Card,Processing,0.0,,0.0,Website
TXN-0002349,2024-09-03,CUST-00301,PROD-0019,1,35.21,Debit Card,Completed,7.99,,0.0,Website
TXN-0002350,2024-10-27,CUST-00210,PROD-0064,1,157.49,Google Pay,Completed,0.0,,0.0,Website
TXN-0002351,2024-08-28,CUST-01167,PROD-0040,2,288.79,PayPal,Shipped,0.0,VIP25,144.4,Website
TXN-0002352,2024-06-03,CUST-00769,PROD-0051,2,312.96,Bank Transfer,Processing,0.0,VIP25,156.48,Social Media
TXN-0002353,2024-09-01,CUST-01176,PROD-0137,3,44.3,PayPal,Processing,0.0,FLASH30,39.87,Social Media
TXN-0002354,2024-06-25,CUST-00419,PROD-0056,3,335.39,Credit Card,Completed,0.0,VIP25,251.54,Website
TXN-0002355,2024-08-11,CUST-00851,PROD-0081,2,268.74,Google Pay,Completed,0.0,,0.0,Website
TXN-0002356,2024-10-20,CUST-00280,PROD-0143,2,415.53,Bank Transfer,Completed,0.0,FLASH30,249.32,Marketplace
TXN-0002357,2024-06-10,CUST-00326,PROD-0070,2,118.86,Credit Card,Refunded,0.0,,0.0,Website
TXN-0002358,2024-10-23,CUST-00644,PROD-0128,3,105.55,Google Pay,Refunded,0.0,SAVE10,31.66,Marketplace
TXN-0002359,2024-09-12,CUST-00394,PROD-0126,4,398.73,PayPal,Completed,0.0,FLASH30,478.48,Website
TXN-0002360,2024-10-18,CUST-00210,PROD-0061,2,354.89,Google Pay,Completed,0.0,,0.0,Mobile App
TXN-0002361,2024-10-27,CUST-00328,PROD-0080,3,397.91,Google Pay,Shipped,0.0,,0.0,Website
TXN-0002362,2024-09-25,CUST-00040,PROD-0121,1,393.14,Apple Pay,Completed,0.0,,0.0,Social Media
TXN-0002363,2024-10-07,CUST-00853,PROD-0101,2,60.95,Apple Pay,Completed,0.0,,0.0,Website
TXN-0002364,2024-09-18,CUST-00631,PROD-0077,1,146.5,Credit Card,Cancelled,0.0,,0.0,Website
TXN-0002365,2024-09-06,CUST-00112,PROD-0145,4,137.43,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0002366,2024-10-25,CUST-00213,PROD-0126,2,467.94,Credit Card,Completed,0.0,,0.0,Website
TXN-0002367,2024-10-20,CUST-00124,PROD-0022,2,248.85,Credit Card,Completed,0.0,VIP25,124.42,Website
TXN-0002368,2024-09-08,CUST-00764,PROD-0083,2,64.41,Credit Card,Completed,0.0,,0.0,Website
TXN-0002369,2024-10-02,CUST-00112,PROD-0141,2,151.88,,Processing,0.0,,0.0,In-Store
TXN-0002370,2024-08-10,CUST-00902,PROD-0078,2,437.22,Credit Card,Refunded,0.0,,0.0,Website
TXN-0002371,2024-08-25,CUST-00019,PROD-0095,1,425.05,PayPal,Shipped,0.0,,0.0,Website
TXN-0002372,2024-07-07,CUST-00312,PROD-0109,5,451.16,Apple Pay,Completed,0.0,,0.0,Social Media
TXN-0002373,2024-08-18,CUST-01064,PROD-0110,2,200.37,PayPal,Refunded,0.0,WELCOME15,60.11,Marketplace
TXN-0002374,2024-09-24,CUST-00870,PROD-0052,5,324.25,Debit Card,Completed,0.0,,0.0,Mobile App
TXN-0002375,2024-08-21,CUST-00084,PROD-0103,1,146.3,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0002376,2024-10-08,CUST-00961,PROD-0101,1,98.59,Credit Card,Processing,7.99,,0.0,Marketplace
TXN-0002377,2024-10-06,CUST-00631,PROD-0142,4,20.72,Debit Card,Completed,9.99,SAVE10,8.29,Website
TXN-0002378,2024-07-26,CUST-00998,PROD-0063,2,119.48,PayPal,Completed,0.0,,0.0,Mobile App
TXN-0002379,2024-09-22,CUST-00749,PROD-0028,3,306.13,Debit Card,Completed,0.0,FLASH30,275.52,Website
TXN-0002380,2024-07-23,CUST-00832,PROD-0046,5,453.05,PayPal,Cancelled,0.0,,0.0,Website
TXN-0002381,2024-07-16,CUST-01192,PROD-0028,3,75.37,Credit Card,Cancelled,0.0,,0.0,Website
TXN-0002382,2024-07-03,CUST-00291,PROD-0002,3,459.82,Credit Card,Cancelled,0.0,,0.0,Mobile App
TXN-0002383,2024-05-31,CUST-00772,PROD-0127,2,179.23,PayPal,Completed,0.0,,0.0,Social Media
TXN-0002384,2024-09-24,CUST-00599,PROD-0017,3,219.14,Credit Card,Refunded,0.0,,0.0,Mobile App
TXN-0002385,2024-10-04,CUST-00044,PROD-0059,1,188.83,Debit Card,Shipped,0.0,,0.0,Website
TXN-0002386,2024-09-05,CUST-00013,PROD-0132,2,210.21,Apple Pay,Completed,0.0,,0.0,Mobile App
TXN-0002387,2024-09-30,CUST-00147,PROD-0077,1,136.99,Credit Card,Processing,0.0,,0.0,Mobile App
TXN-0002388,2024-09-02,CUST-00796,PROD-0131,5,352.31,Debit Card,Refunded,0.0,SAVE10,176.16,Mobile App
TXN-0002389,2024-08-15,CUST-00715,PROD-0115,4,381.5,PayPal,Completed,0.0,SUMMER20,305.2,Mobile App
TXN-0002390,2024-08-19,CUST-00700,PROD-0097,3,413.32,PayPal,Completed,0.0,,0.0,Website
TXN-0002391,2024-09-29,CUST-00035,PROD-0105,1,177.22,Credit Card,Refunded,0.0,,0.0,Mobile App
TXN-0002392,2024-10-17,CUST-00602,PROD-0024,3,384.66,Apple Pay,Processing,0.0,,0.0,Website
TXN-0002393,2024-09-24,CUST-01109,PROD-0035,1,322.45,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0002394,2024-10-18,CUST-00520,PROD-0002,1,479.37,Debit Card,Completed,0.0,,0.0,Marketplace
TXN-0002395,2024-06-17,CUST-00777,PROD-0033,2,218.13,Debit Card,Refunded,0.0,,0.0,Website
TXN-0002396,2024-10-02,CUST-00925,PROD-0076,3,496.22,Credit Card,Completed,0.0,,0.0,Website
TXN-0002397,2024-10-17,CUST-00926,PROD-0086,1,372.78,Credit Card,Refunded,0.0,,0.0,In-Store
TXN-0002398,2024-10-26,CUST-00655,PROD-0138,5,390.37,Credit Card,Refunded,0.0,,0.0,Marketplace
TXN-0002399,2024-08-26,CUST-01013,PROD-0081,4,22.59,Debit Card,Shipped,9.99,,0.0,Website
TXN-0002400,2024-08-28,CUST-00501,PROD-0062,1,253.72,Credit Card,Completed,0.0,,0.0,Website
TXN-0002401,2024-10-03,CUST-01061,PROD-0043,4,268.87,Apple Pay,Cancelled,0.0,,0.0,Website
TXN-0002402,2024-10-23,CUST-00300,PROD-0121,4,29.88,Credit Card,Completed,0.0,,0.0,Website
TXN-0002403,2024-09-26,CUST-00347,PROD-0059,1,162.93,Apple Pay,Completed,0.0,,0.0,Marketplace
TXN-0002404,2024-10-05,CUST-00056,PROD-0009,5,478.26,Apple Pay,Shipped,0.0,SAVE10,239.13,Website
TXN-0002405,2024-08-21,CUST-00936,PROD-0077,2,218.78,Debit Card,Completed,0.0,,0.0,Mobile App
TXN-0002406,2024-09-02,CUST-00545,PROD-0063,1,101.47,Debit Card,Processing,0.0,,0.0,Social Media
TXN-0002407,2024-09-30,CUST-00291,PROD-0052,2,261.53,Credit Card,Completed,0.0,,0.0,Website
TXN-0002408,2024-10-13,CUST-00291,PROD-0023,1,26.54,Bank Transfer,Cancelled,5.99,,0.0,Website
TXN-0002409,2024-02-05,CUST-01073,PROD-0030,2,262.82,PayPal,Completed,0.0,,0.0,Marketplace
TXN-0002410,2024-09-21,CUST-00983,PROD-0021,2,301.18,Google Pay,Completed,0.0,,0.0,Mobile App
TXN-0002411,2024-08-19,CUST-00700,PROD-0043,2,185.26,Debit Card,Completed,0.0,,0.0,Website
TXN-0002412,2024-10-18,CUST-00769,PROD-0135,4,383.65,Apple Pay,Refunded,0.0,,0.0,Mobile App
TXN-0002413,2024-09-18,CUST-00609,PROD-0016,2,76.49,Debit Card,Completed,0.0,,0.0,Marketplace
TXN-0002414,2024-10-26,CUST-00501,PROD-0023,4,440.3,Apple Pay,Cancelled,0.0,,0.0,Website
TXN-0002415,2024-09-15,CUST-01095,PROD-0087,2,478.16,Credit Card,Processing,0.0,,0.0,Website
TXN-0002416,2024-04-11,CUST-00151,PROD-0031,4,10.59,Debit Card,Completed,5.99,,0.0,Website
TXN-0002417,2024-09-28,CUST-00547,PROD-0121,1,422.92,PayPal,Processing,0.0,,0.0,In-Store
TXN-0002418,2024-10-25,CUST-00428,PROD-0069,1,257.98,PayPal,Cancelled,0.0,,0.0,Website
TXN-0002419,2024-10-26,CUST-00636,PROD-0134,1,236.08,Debit Card,Completed,0.0,SUMMER20,47.22,Website
TXN-0002420,2024-09-28,CUST-00593,PROD-0115,5,126.94,PayPal,Completed,0.0,,0.0,Website
TXN-0002421,2024-10-17,CUST-00654,PROD-0059,4,229.18,Credit Card,Shipped,0.0,,0.0,In-Store
TXN-0002422,2024-10-26,CUST-00168,PROD-0146,5,475.7,Debit Card,Completed,0.0,FLASH30,713.55,Website
TXN-0002423,2024-08-04,CUST-00647,PROD-0077,1,113.28,Debit Card,Cancelled,0.0,WELCOME15,16.99,Mobile App
TXN-0002424,2024-09-21,CUST-00302,PROD-0138,3,97.72,Credit Card,Completed,0.0,,0.0,Website
TXN-0002425,2024-10-07,CUST-00236,PROD-0007,2,128.52,PayPal,Completed,0.0,,0.0,Marketplace
TXN-0002426,2024-06-11,CUST-00077,PROD-0037,1,280.39,Credit Card,Processing,0.0,,0.0,Marketplace
TXN-0002427,2024-10-20,CUST-00908,PROD-0086,4,465.84,Credit Card,Completed,0.0,,0.0,Website
TXN-0002428,2024-04-23,CUST-00560,PROD-0016,2,291.19,Debit Card,Processing,0.0,,0.0,Website
TXN-0002429,2024-10-05,CUST-00780,PROD-0116,1,129.3,Apple Pay,Completed,0.0,SAVE10,12.93,Website
TXN-0002430,2024-06-18,CUST-00879,PROD-0118,2,225.81,Debit Card,Completed,0.0,,0.0,Website
TXN-0002431,2024-09-02,CUST-00831,PROD-0014,3,201.29,Apple Pay,Completed,0.0,,0.0,Marketplace
TXN-0002432,2024-07-14,CUST-00602,PROD-0139,1,32.81,Debit Card,Completed,7.99,,0.0,Website
TXN-0002433,2024-02-22,CUST-00492,PROD-0087,1,260.2,PayPal,Completed,0.0,,0.0,Mobile App
TXN-0002434,2024-10-07,CUST-00464,PROD-0104,2,71.73,Credit Card,Completed,0.0,,0.0,Website
TXN-0002435,2024-04-16,CUST-00790,PROD-0141,2,422.69,Apple Pay,Refunded,0.0,,0.0,Website
TXN-0002436,2024-09-28,CUST-00633,PROD-0044,2,278.98,Debit Card,Cancelled,0.0,WELCOME15,83.69,Website
TXN-0002437,2024-09-28,CUST-00998,PROD-0028,1,423.85,Debit Card,Shipped,0.0,,0.0,Website
TXN-0002438,2024-10-03,CUST-01022,PROD-0016,1,478.45,Credit Card,Completed,0.0,,0.0,Website
TXN-0002439,2024-09-11,CUST-00212,PROD-0050,3,472.15,Google Pay,Completed,0.0,WELCOME15,212.47,Mobile App
TXN-0002440,2024-10-17,CUST-00162,PROD-0115,2,59.2,PayPal,Completed,0.0,,0.0,Website
TXN-0002441,2024-09-09,CUST-00784,PROD-0068,1,472.95,Apple Pay,Completed,0.0,,0.0,Marketplace
TXN-0002442,2024-09-11,CUST-00369,PROD-0092,1,399.91,Credit Card,Completed,0.0,,0.0,Social Media
TXN-0002443,2024-08-02,CUST-00016,PROD-0121,1,391.04,Credit Card,Cancelled,0.0,,0.0,Marketplace
TXN-0002444,2024-07-12,CUST-01061,PROD-0140,1,54.15,Credit Card,Completed,5.99,FLASH30,16.24,In-Store
TXN-0002445,2024-09-23,CUST-00290,PROD-0016,2,97.95,Debit Card,Processing,0.0,,0.0,Social Media
TXN-0002446,2024-10-06,CUST-01111,PROD-0053,1,487.82,Apple Pay,Completed,0.0,WELCOME15,73.17,Website
TXN-0002447,2024-10-09,CUST-00866,PROD-0049,2,114.54,Credit Card,Cancelled,0.0,SAVE10,22.91,Website
TXN-0002448,2024-10-15,CUST-00908,PROD-0062,2,92.83,Credit Card,Refunded,0.0,,0.0,Mobile App
TXN-0002449,2024-10-24,CUST-00253,PROD-0084,1,187.54,Credit Card,Completed,0.0,,0.0,Website
TXN-0002450,2024-10-02,CUST-00293,PROD-0056,2,457.53,PayPal,Shipped,0.0,,0.0,In-Store
TXN-0002451,2024-10-09,CUST-00656,PROD-0120,1,243.32,Credit Card,Cancelled,0.0,,0.0,Website
TXN-0002452,2024-04-07,CUST-00215,PROD-0090,2,461.08,Bank Transfer,Shipped,0.0,,0.0,Mobile App
TXN-0002453,2024-09-09,CUST-00373,PROD-0150,2,173.82,Credit Card,Cancelled,0.0,,0.0,Mobile App
TXN-0002454,2024-10-02,CUST-00395,PROD-0120,1,120.99,PayPal,Shipped,0.0,FLASH30,36.3,In-Store
TXN-0002455,2024-09-05,CUST-00200,PROD-0073,4,252.64,Debit Card,Completed,0.0,,0.0,Mobile App
TXN-0002456,2024-10-19,CUST-00255,PROD-0069,1,311.57,Credit Card,Completed,0.0,,0.0,Website
TXN-0002457,2024-09-22,CUST-00929,PROD-0098,2,201.82,PayPal,Refunded,0.0,,0.0,Website
TXN-0002458,2024-08-29,CUST-00206,PROD-0002,1,179.54,Debit Card,Shipped,0.0,,0.0,Marketplace
TXN-0002459,2024-09-17,CUST-00030,PROD-0053,1,116.84,PayPal,Cancelled,0.0,,0.0,Social Media
TXN-0002460,2024-09-27,CUST-00783,PROD-0119,3,144.74,PayPal,Cancelled,0.0,VIP25,108.56,Marketplace
TXN-0002461,2024-01-01,CUST-01169,PROD-0007,5,339.82,Credit Card,Cancelled,0.0,,0.0,Mobile App
TXN-0002462,2024-06-22,CUST-00399,PROD-0148,1,191.23,Apple Pay,Processing,0.0,,0.0,Website
TXN-0002463,2024-08-30,CUST-00147,PROD-0075,1,49.07,PayPal,Cancelled,12.99,,0.0,Mobile App
TXN-0002464,2024-09-07,CUST-00719,PROD-0095,2,77.69,PayPal,Cancelled,0.0,FLASH30,46.61,Social Media
TXN-0002465,2024-08-30,CUST-01077,PROD-0003,4,192.46,Debit Card,Completed,0.0,SUMMER20,153.97,Website
TXN-0002466,2024-10-14,CUST-00926,PROD-0079,1,463.0,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0002467,2024-09-27,CUST-00771,PROD-0017,3,195.71,Credit Card,Completed,0.0,,0.0,Website
TXN-0002468,2024-10-25,CUST-00386,PROD-0112,3,39.7,Google Pay,Cancelled,0.0,,0.0,Mobile App
TXN-0002469,2024-09-19,CUST-00689,PROD-0052,4,214.81,Google Pay,Completed,0.0,,0.0,Mobile App
TXN-0002470,2024-09-11,CUST-00111,PROD-0007,2,337.71,Debit Card,Completed,0.0,,0.0,Mobile App
TXN-0002471,2024-10-12,CUST-00831,PROD-0112,2,300.85,Credit Card,Completed,0.0,,0.0,Website
TXN-0002472,2024-04-11,CUST-00874,PROD-0133,3,146.6,PayPal,Refunded,0.0,,0.0,Website
TXN-0002473,2024-06-05,CUST-01162,PROD-0054,1,347.15,PayPal,Completed,0.0,,0.0,Marketplace
TXN-0002474,2024-08-12,CUST-00325,PROD-0061,1,319.0,Apple Pay,Completed,0.0,FLASH30,95.7,In-Store
TXN-0002475,2024-09-12,CUST-00016,PROD-0109,1,94.35,Credit Card,Completed,12.99,FLASH30,28.3,Website
TXN-0002476,2024-06-27,CUST-00693,PROD-0016,2,89.44,Credit Card,Completed,0.0,,0.0,Website
TXN-0002477,2024-10-19,CUST-00853,PROD-0047,5,278.11,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0002478,2024-07-26,CUST-00929,PROD-0048,1,333.11,Credit Card,Completed,0.0,,0.0,Website
TXN-0002479,2024-10-20,CUST-00247,PROD-0121,2,481.33,Apple Pay,Completed,0.0,,0.0,Website
TXN-0002480,2024-07-25,CUST-00327,PROD-0064,2,216.74,Debit Card,Processing,0.0,,0.0,Mobile App
TXN-0002481,2024-10-08,CUST-00646,PROD-0050,2,384.81,Apple Pay,Completed,0.0,SUMMER20,153.92,Mobile App
TXN-0002482,2024-06-24,CUST-00398,PROD-0041,5,67.09,Credit Card,Completed,0.0,,0.0,Website
TXN-0002483,2024-05-08,CUST-01013,PROD-0022,1,445.9,Debit Card,Processing,0.0,,0.0,In-Store
TXN-0002484,2024-10-18,CUST-00607,PROD-0115,1,320.21,Debit Card,Shipped,0.0,,0.0,Website
TXN-0002485,2024-09-20,CUST-00943,PROD-0005,2,318.21,Credit Card,Completed,0.0,,0.0,Website
TXN-0002486,2024-03-04,CUST-00734,PROD-0145,1,79.79,Debit Card,Completed,7.99,,0.0,Website
TXN-0002487,2024-09-18,CUST-00920,PROD-0101,2,29.39,Debit Card,Completed,7.99,,0.0,Mobile App
TXN-0002488,2024-06-30,CUST-00405,PROD-0078,4,353.7,Apple Pay,Processing,0.0,,0.0,Social Media
TXN-0002489,2024-09-04,CUST-00977,PROD-0041,1,67.35,Credit Card,Completed,12.99,,0.0,Website
TXN-0002490,2024-09-29,CUST-00340,PROD-0092,4,72.21,Apple Pay,Processing,0.0,,0.0,Website
TXN-0002491,2024-10-07,CUST-00693,PROD-0022,2,101.87,Bank Transfer,Processing,0.0,,0.0,Website
TXN-0002492,2024-10-14,CUST-00269,PROD-0053,2,57.89,PayPal,Refunded,0.0,,0.0,Website
TXN-0002493,2024-08-02,CUST-00611,PROD-0093,2,316.43,PayPal,Completed,0.0,,0.0,Mobile App
TXN-0002494,2024-09-28,CUST-00391,PROD-0010,5,216.77,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0002495,2024-09-15,CUST-00331,PROD-0146,5,140.38,Debit Card,Completed,0.0,,0.0,Website
TXN-0002496,2024-09-17,CUST-01163,PROD-0049,3,225.96,PayPal,Completed,0.0,,0.0,In-Store
TXN-0002497,2024-09-06,CUST-00200,PROD-0071,2,423.62,Debit Card,Refunded,0.0,,0.0,Mobile App
TXN-0002498,2024-06-29,CUST-00929,PROD-0019,3,464.26,Credit Card,Cancelled,0.0,,0.0,Website
TXN-0002499,2024-03-05,CUST-01178,PROD-0055,2,248.85,,Completed,0.0,,0.0,Website
TXN-0002500,2024-09-26,CUST-00019,PROD-0021,4,287.7,Debit Card,Completed,0.0,,0.0,Mobile App
TXN-0002501,2024-07-14,CUST-00845,PROD-0026,1,136.02,Google Pay,Refunded,0.0,,0.0,Mobile App
TXN-0002502,2024-08-02,CUST-00313,PROD-0028,2,261.65,Debit Card,Refunded,0.0,FLASH30,156.99,Mobile App
TXN-0002503,2024-09-06,CUST-00046,PROD-0040,1,376.57,PayPal,Refunded,0.0,,0.0,Mobile App
TXN-0002504,2024-04-23,CUST-00527,PROD-0029,5,251.14,PayPal,Cancelled,0.0,,0.0,Website
TXN-0002505,2024-10-14,CUST-01118,PROD-0020,2,158.01,PayPal,Refunded,0.0,FLASH30,94.81,Website
TXN-0002506,2024-10-21,CUST-00012,PROD-0020,5,295.19,Credit Card,Completed,0.0,SAVE10,147.6,Marketplace
TXN-0002507,2024-07-04,CUST-00741,PROD-0074,2,473.85,Credit Card,Completed,0.0,,0.0,Marketplace
TXN-0002508,2024-09-23,CUST-00638,PROD-0140,1,445.1,Debit Card,Refunded,0.0,VIP25,111.28,Social Media
TXN-0002509,2024-07-07,CUST-01020,PROD-0120,2,386.92,Google Pay,Completed,0.0,,0.0,In-Store
TXN-0002510,2024-06-15,CUST-00099,PROD-0097,2,145.33,Debit Card,Shipped,0.0,,0.0,Website
TXN-0002511,2024-10-24,CUST-00832,PROD-0120,1,128.35,Credit Card,Completed,0.0,FLASH30,38.5,Website
TXN-0002512,2024-06-21,CUST-00832,PROD-0025,2,420.87,Credit Card,Processing,0.0,,0.0,Marketplace
TXN-0002513,2024-09-22,CUST-00816,PROD-0004,1,98.84,,Refunded,12.99,,0.0,Social Media
TXN-0002514,2024-09-15,CUST-01125,PROD-0004,5,306.74,Debit Card,Completed,0.0,FLASH30,460.11,Website
TXN-0002515,2024-08-29,CUST-00965,PROD-0137,2,225.07,Google Pay,Shipped,0.0,,0.0,Website
TXN-0002516,2024-05-24,CUST-00048,PROD-0143,1,239.3,Debit Card,Refunded,0.0,SUMMER20,47.86,Website
TXN-0002517,2024-10-26,CUST-00602,PROD-0026,4,232.72,Credit Card,Shipped,0.0,,0.0,Marketplace
TXN-0002518,2024-09-19,CUST-00520,PROD-0079,4,450.97,Debit Card,Completed,0.0,,0.0,Mobile App
TXN-0002519,2024-08-19,CUST-00380,PROD-0090,2,52.67,PayPal,Cancelled,0.0,,0.0,Marketplace
TXN-0002520,2024-08-12,CUST-00591,PROD-0071,3,393.61,Debit Card,Completed,0.0,,0.0,Website
TXN-0002521,2024-08-18,CUST-00486,PROD-0076,1,419.15,Credit Card,Completed,0.0,,0.0,Website
TXN-0002522,2024-10-19,CUST-00563,PROD-0099,1,472.0,Credit Card,Completed,0.0,,0.0,Website
TXN-0002523,2024-10-06,CUST-01172,PROD-0127,1,231.76,PayPal,Cancelled,0.0,,0.0,Website
TXN-0002524,2024-10-01,CUST-00107,PROD-0032,4,255.02,Credit Card,Completed,0.0,,0.0,In-Store
TXN-0002525,2024-07-22,CUST-01104,PROD-0009,1,481.02,Credit Card,Completed,0.0,,0.0,Website
TXN-0002526,2024-10-08,CUST-00621,PROD-0078,1,234.63,Credit Card,Completed,,,0.0,Website
TXN-0002527,2024-10-13,CUST-00771,PROD-0013,5,256.73,Google Pay,Completed,0.0,,0.0,Marketplace
TXN-0002528,2024-04-21,CUST-00975,PROD-0124,4,172.79,Credit Card,Processing,0.0,,0.0,Website
TXN-0002529,2024-10-27,CUST-00448,PROD-0096,2,25.49,PayPal,Completed,5.99,WELCOME15,7.65,Social Media
TXN-0002530,2024-01-01,CUST-00563,PROD-0083,1,222.19,Debit Card,Processing,0.0,,0.0,Website
TXN-0002531,2024-08-21,CUST-00535,PROD-0144,1,330.98,Debit Card,Shipped,0.0,,0.0,Marketplace
TXN-0002532,2024-07-14,CUST-00463,PROD-0140,3,348.06,PayPal,Shipped,0.0,,0.0,Marketplace
TXN-0002533,2024-10-07,CUST-01110,PROD-0018,1,13.18,Debit Card,Processing,7.99,,0.0,Website
TXN-0002534,2024-10-27,CUST-00971,PROD-0141,1,402.51,Debit Card,Shipped,0.0,,0.0,Website
TXN-0002535,2024-08-08,CUST-00134,PROD-0093,2,251.27,Credit Card,Processing,0.0,,0.0,Website
TXN-0002536,2024-07-12,CUST-00134,PROD-0024,2,265.16,Debit Card,Completed,0.0,,0.0,Mobile App
TXN-0002537,2024-08-08,CUST-00560,PROD-0102,4,481.24,Google Pay,Completed,0.0,,0.0,Mobile App
TXN-0002538,2024-10-18,CUST-00122,PROD-0140,1,149.38,Google Pay,Processing,0.0,,0.0,Social Media
TXN-0002539,2024-08-04,CUST-00769,PROD-0060,1,383.2,PayPal,Completed,0.0,,0.0,Website
TXN-0002540,2024-08-01,CUST-00174,PROD-0060,1,291.63,Google Pay,Completed,0.0,SUMMER20,58.33,Website
TXN-0002541,2024-08-24,CUST-00658,PROD-0100,1,353.38,Google Pay,Cancelled,0.0,WELCOME15,53.01,Website
TXN-0002542,2024-08-01,CUST-00010,PROD-0001,4,214.72,PayPal,Completed,0.0,,0.0,Mobile App
TXN-0002543,2024-07-07,CUST-00388,PROD-0043,4,146.8,Debit Card,Processing,0.0,,0.0,Social Media
TXN-0002544,2024-08-31,CUST-00824,PROD-0055,1,277.59,Debit Card,Shipped,0.0,,0.0,Website
TXN-0002545,2024-10-22,CUST-00623,PROD-0034,3,193.71,Google Pay,Cancelled,0.0,,0.0,Website
TXN-0002546,2024-09-17,CUST-01172,PROD-0034,2,119.22,PayPal,Completed,0.0,,0.0,Website
TXN-0002547,2024-10-23,CUST-01020,PROD-0110,1,421.22,Apple Pay,Completed,0.0,FLASH30,126.37,Website
